hid,save3,year,region,inc,save1,save2,m12,m18,m65,m18elem,m18sec,m18pos,f12,f18,f65,f18elem,f18sec,f18pos,of1,of2,of3,of4,of5,p0to5,p6to11,p12to17,p18to64,p65,of0,month,cpi,dev1,dev2,dev3,dev4,sd1,sd2,sd3,sd4,dvsq1,dvsq2,dvsq3,dvsq4
1.21e+10,-928.382,81,19,708.0334,-1400.641,-1002.763,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,2,1,0,0,6,1.066333,-30.13235,229.3765,202.6697,13.85588,36.47906,109.6042,125.485,108.5216,907.9587,52613.57,41075.01,191.9855
2.12e+10,627.7631,81,26,1310.628,334.0535,388.9617,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,2,1,0,7,1.076583,40.17941,-93.47941,-63.87059,13.59118,39.36854,123.4478,158.0533,75.83961,1614.385,8738.4,4079.452,184.7201
2.22e+10,-132.592,81,26,723.3188,-29.21489,11.05457,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,12,1.12675,40.17941,-93.47941,-63.87059,13.59118,39.36854,123.4478,158.0533,75.83961,1614.385,8738.4,4079.452,184.7201
2.21e+10,610.0179,81,31,3096.466,82.96299,842.2121,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,1,1,0,4,1.047,9.378788,147.6324,87.30589,-56.39118,55.66642,88.46329,121.9518,95.66467,87.96166,21795.31,7622.317,3179.965
1.11e+10,-61.1477,81,2,1730.94,74.76378,109.3431,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1.012167,-47.34412,118.0059,16.33529,-26.76765,40.81003,163.8738,178.5897,101.5263,2241.466,13925.39,266.8418,716.507
2.11e+10,-134.8315,81,14,867.5347,-161.2645,-135.0991,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,2,1,1,0,0,10,1.106583,35.05588,176.9912,250.5059,-7.367647,54.04885,166.7889,195.1027,59.34944,1228.915,31325.88,62753.2,54.28222
2.21e+10,795.1599,81,32,1704.345,495.1382,654.7214,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,1,1,0,0,10,1.106583,13.56471,-45.60294,102.7118,26.40882,28.98483,111.1318,142.8595,91.13593,184.0013,2079.628,10549.71,697.426
2.21e+10,85.98452,81,32,1785.709,549.3009,583.3485,1,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,2,0,1,11,1.116083,13.56471,-45.60294,102.7118,26.40882,28.98483,111.1318,142.8595,91.13593,184.0013,2079.628,10549.71,697.426
2.22e+10,-1480.836,81,26,5430.914,84.29299,357.8908,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,9,1.0965,40.17941,-93.47941,-63.87059,13.59118,39.36854,123.4478,158.0533,75.83961,1614.385,8738.4,4079.452,184.7201
2.12e+10,-1854.577,81,26,3866.874,-2224.635,-1609.046,0,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,3,1,0,0,12,1.12675,40.17941,-93.47941,-63.87059,13.59118,39.36854,123.4478,158.0533,75.83961,1614.385,8738.4,4079.452,184.7201
2.22e+10,-85.5432,81,26,1164.41,-718.416,-416.919,2,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,3,1,1,1,0,12,1.12675,40.17941,-93.47941,-63.87059,13.59118,39.36854,123.4478,158.0533,75.83961,1614.385,8738.4,4079.452,184.7201
1.21e+10,-1494.253,81,19,3341.356,1399.641,1859.256,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,6,1.066333,-30.13235,229.3765,202.6697,13.85588,36.47906,109.6042,125.485,108.5216,907.9587,52613.57,41075.01,191.9855
3.21e+10,-257.9536,81,28,1636.078,-437.2196,-403.1719,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,11,1.116083,-16.59412,-170.1882,-111.1706,40.48235,42.34282,124.9912,121.1578,146.6094,275.3647,28964.04,12358.9,1638.821
2.11e+10,541.8627,81,11,2394.862,-394.5202,-310.8852,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,2,1,0,0,1,1.012167,-35.44,368.115,60.71667,-26.315,36.43177,171.1883,191.9244,63.53848,1255.994,135508.7,3686.514,692.4792
2.21e+10,913.2379,81,32,1445.081,-736.5238,-714.1625,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,1,4,1.047,-21.84706,10.19118,102.7118,26.40882,28.83551,111.3931,142.8595,91.13593,477.294,103.8601,10549.71,697.426
2.11e+10,-658.6667,81,11,2069.096,733.3333,963.5556,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,5,1.0565,-35.44,368.115,60.71667,-26.315,36.43177,171.1883,191.9244,63.53848,1255.994,135508.7,3686.514,692.4792
2.22e+10,-497.2875,81,27,616.3257,-914.5013,-910.6372,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,1.035167,-52.06765,191.4471,-20.52059,15.70606,63.40895,166.4605,188.889,80.02827,2711.04,36651.98,421.0945,246.6803
1.11e+10,449.1018,81,6,2422.897,1024.267,1089.226,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2,0,0,12,1.12675,-11.66061,58.93939,-189.6273,-15.22812,33.52695,99.70902,139.1022,64.85704,135.9697,3473.852,35958.5,231.8958
3.21e+10,-345.7217,81,24,5461.855,1739.626,2258.209,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,10,1.106583,-23.51176,288.3636,38.90588,93.57941,65.73914,112.1142,107.6525,125.6329,552.8031,83153.59,1513.668,8757.106
2.12e+10,-222.4123,81,26,1189.261,144.6183,144.6183,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,12,1.12675,40.17941,-93.47941,-63.87059,13.59118,39.36854,123.4478,158.0533,75.83961,1614.385,8738.4,4079.452,184.7201
2.22e+10,-176.8347,81,26,2592.46,419.1084,422.8239,1,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,1,0,2,1,2,0,0,7,1.076583,40.17941,-93.47941,-63.87059,13.59118,39.36854,123.4478,158.0533,75.83961,1614.385,8738.4,4079.452,184.7201
2.11e+10,0,81,26,1316.175,83.96899,83.96899,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,12,1.12675,40.17941,-93.47941,-63.87059,13.59118,39.36854,123.4478,158.0533,75.83961,1614.385,8738.4,4079.452,184.7201
2.12e+10,-153.9778,81,26,1956.955,-596.4549,-388.7347,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,1,1,0,12,1.12675,40.17941,-93.47941,-63.87059,13.59118,39.36854,123.4478,158.0533,75.83961,1614.385,8738.4,4079.452,184.7201
2.11e+10,-773.0561,81,13,852.0364,-682.8217,-652.8368,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2,1,1,0,0,3,1.035167,-36.04412,184.5147,52.78529,-36.07059,38.72483,147.3811,211.3218,63.59126,1299.178,34045.68,2786.287,1301.087
2.11e+10,-388.1521,81,26,2028.446,-862.8594,95.85693,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,2,1,1,0,0,6,1.066333,-8.820588,5.652941,-63.87059,13.59118,39.93888,124.4815,158.0533,75.83961,77.80278,31.95574,4079.452,184.7201
2.11e+10,-526.0831,81,11,1610.19,-17.54721,5.629522,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,2,0,0,6,1.066333,-35.44,368.115,60.71667,-26.315,36.43177,171.1883,191.9244,63.53848,1255.994,135508.7,3686.514,692.4792
2.22e+10,-221.0433,81,26,3053.454,1890.765,1979.183,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,6,1.066333,-8.820588,5.652941,-63.87059,13.59118,39.93888,124.4815,158.0533,75.83961,77.80278,31.95574,4079.452,184.7201
1.11e+10,179.7357,81,2,669.3774,-602.9403,-511.3103,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,2,1,0,8,1.086083,-47.24118,193.1529,16.33529,-26.76765,40.81354,161.7601,178.5897,101.5263,2231.729,37308.06,266.8418,716.507
1.22e+10,-1706.137,81,19,4307.852,1723.813,1780.704,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,2,0,0,10,1.106583,16.60294,27.2,202.6697,13.85588,36.73329,116.3619,125.485,108.5216,275.6577,739.84,41075.01,191.9855
2.12e+10,-250.6482,81,26,1434.144,-1297.057,-856.2621,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,10,1.106583,40.17941,-93.47941,-63.87059,13.59118,39.36854,123.4478,158.0533,75.83961,1614.385,8738.4,4079.452,184.7201
2.22e+10,-269.2308,81,27,1809.933,355.6562,533.6527,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4,1.047,-52.06765,191.4471,-20.52059,15.70606,63.40895,166.4605,188.889,80.02827,2711.04,36651.98,421.0945,246.6803
2.21e+10,-82.1089,81,32,1228.104,217.2603,223.5861,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,10,1.106583,13.56471,-45.60294,102.7118,26.40882,28.98483,111.1318,142.8595,91.13593,184.0013,2079.628,10549.71,697.426
3.10e+10,292.4866,81,28,1788.92,-301.9377,135.7563,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,4,1.047,-48.50588,-154.5412,-111.1706,40.48235,41.61441,125.5881,121.1578,146.6094,2352.821,23882.97,12358.9,1638.821
2.21e+10,72.2467,81,32,2242.922,419.3483,603.6003,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,1,0,0,8,1.086083,13.56471,-45.60294,102.7118,26.40882,28.98483,111.1318,142.8595,91.13593,184.0013,2079.628,10549.71,697.426
3.20e+10,614.8837,81,29,8822.09,2667.318,3448.568,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,1.023,-68.32647,55.36176,-104.6824,-43.9,64.0169,111.6849,119.7616,126.1994,4668.506,3064.925,10958.39,1927.21
2.12e+10,1168.157,81,26,6021.965,803.0321,2125.966,0,0,0,3,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,4,0,0,4,1.047,-8.820588,5.652941,-63.87059,13.59118,39.93888,124.4815,158.0533,75.83961,77.80278,31.95574,4079.452,184.7201
1.11e+10,1591.32,81,9,2002.576,948.3027,1098.764,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,3,1.035167,25.71765,75.83235,190.8971,-36.04118,36.62993,104.1414,145.4568,64.85046,661.3974,5750.546,36441.69,1298.966
2.21e+10,373.1211,81,32,1256.753,-563.0355,-50.58472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,1.076583,13.56471,-45.60294,102.7118,26.40882,28.98483,111.1318,142.8595,91.13593,184.0013,2079.628,10549.71,697.426
2.20e+10,-376.6578,81,31,4703.969,462.1233,1225.545,2,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,3,2,0,0,6,1.066333,9.378788,147.6324,87.30589,-56.39118,55.66642,88.46329,121.9518,95.66467,87.96166,21795.31,7622.317,3179.965
3.21e+10,1462.929,81,24,1504.105,-577.3501,-198.7929,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,2,0,0,3,1.035167,-32.77647,-18.25455,38.90588,93.57941,65.62228,122.8072,107.6525,125.6329,1074.297,333.2284,1513.668,8757.106
2.20e+10,784.141,81,31,889.4343,-331.7109,-120.2571,0,1,0,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,5,0,0,8,1.086083,-28.53636,-80.07353,87.30589,-56.39118,55.46818,90.98682,121.9518,95.66467,814.324,6411.77,7622.317,3179.965
2.22e+10,1538.1,81,27,2985.674,1418.171,1451.097,2,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,3,1,0,1,1,1.012167,-52.06765,191.4471,-20.52059,15.70606,63.40895,166.4605,188.889,80.02827,2711.04,36651.98,421.0945,246.6803
2.11e+10,213.7746,81,13,840.4966,-622.3497,-221.8281,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,4,1.047,-36.04412,184.5147,52.78529,-36.07059,38.72483,147.3811,211.3218,63.59126,1299.178,34045.68,2786.287,1301.087
3.21e+10,872.5406,81,24,7130.238,2749.81,3158.792,1,1,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,3,2,0,0,12,1.12675,-23.51176,288.3636,38.90588,93.57941,65.73914,112.1142,107.6525,125.6329,552.8031,83153.59,1513.668,8757.106
2.12e+10,15.03095,81,26,4530.07,2081.586,2081.586,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,7,1.076583,40.17941,-93.47941,-63.87059,13.59118,39.36854,123.4478,158.0533,75.83961,1614.385,8738.4,4079.452,184.7201
2.11e+10,549.1873,81,11,1689.816,-753.2116,160.5494,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,2,0,0,12,1.12675,-35.86,67.92,60.71667,-26.315,36.41117,189.3848,191.9244,63.53848,1285.94,4613.126,3686.514,692.4792
2.12e+10,-265.6794,81,26,891.9287,-167.6235,63.29809,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,0,0,9,1.0965,40.17941,-93.47941,-63.87059,13.59118,39.36854,123.4478,158.0533,75.83961,1614.385,8738.4,4079.452,184.7201
2.20e+10,669.0778,81,31,2864.273,-605.4217,789.6317,1,0,0,2,0,0,1,2,1,0,0,0,0,0,0,1,0,1,2,2,2,1,0,3,1.035167,9.378788,147.6324,87.30589,-56.39118,55.66642,88.46329,121.9518,95.66467,87.96166,21795.31,7622.317,3179.965
2.11e+10,-648.4794,81,13,7098.371,1253.774,2826.592,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,4,1.047,-36.04412,184.5147,52.78529,-36.07059,38.72483,147.3811,211.3218,63.59126,1299.178,34045.68,2786.287,1301.087
2.22e+10,-318.9088,81,26,1290.301,-23.58139,17.72059,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1.012167,-8.820588,5.652941,-63.87059,13.59118,39.93888,124.4815,158.0533,75.83961,77.80278,31.95574,4079.452,184.7201
1.12e+10,-245.8002,81,6,1171.298,64.39285,71.73438,1,2,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,4,1,0,0,7,1.076583,-11.66061,58.93939,-189.6273,-15.22812,33.52695,99.70902,139.1022,64.85704,135.9697,3473.852,35958.5,231.8958
3.10e+10,-3404.651,81,28,1904.203,-1084.925,-729.0132,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,2,1.023,-48.50588,-154.5412,-111.1706,40.48235,41.61441,125.5881,121.1578,146.6094,2352.821,23882.97,12358.9,1638.821
2.21e+10,-274.0937,81,32,1310.628,-465.8394,-291.3444,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,1,4,0,1,0,0,7,1.076583,13.56471,-45.60294,102.7118,26.40882,28.98483,111.1318,142.8595,91.13593,184.0013,2079.628,10549.71,697.426
2.21e+10,1638.758,81,32,1661.781,-159.236,95.0581,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,1,0,0,1,1.012167,-21.84706,10.19118,102.7118,26.40882,28.83551,111.3931,142.8595,91.13593,477.294,103.8601,10549.71,697.426
1.21e+10,-1282.051,81,24,4085.026,1978.302,2022.511,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,1.066333,-32.77647,-18.25455,38.90588,93.57941,65.62228,122.8072,107.6525,125.6329,1074.297,333.2284,1513.668,8757.106
1.11e+10,-15.91512,81,2,1434.823,-177.8288,71.61527,0,0,0,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,3,0,0,6,1.066333,-47.34412,118.0059,16.33529,-26.76765,40.81003,163.8738,178.5897,101.5263,2241.466,13925.39,266.8418,716.507
2.22e+10,-2231.298,81,32,2142.313,-8.938204,59.24259,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,1,2,0,0,11,1.116083,13.56471,-45.60294,102.7118,26.40882,28.98483,111.1318,142.8595,91.13593,184.0013,2079.628,10549.71,697.426
2.21e+10,-61.1477,81,32,1867.281,181.9033,365.8189,0,1,0,1,0,0,3,1,0,1,0,0,0,0,0,0,1,2,3,2,2,0,0,1,1.012167,-21.84706,10.19118,102.7118,26.40882,28.83551,111.3931,142.8595,91.13593,477.294,103.8601,10549.71,697.426
1.22e+10,-139.5349,81,19,704.7893,61.98368,61.98368,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1.023,-30.13235,229.3765,202.6697,13.85588,36.47906,109.6042,125.485,108.5216,907.9587,52613.57,41075.01,191.9855
2.21e+10,-3326.222,81,32,3988.641,1214.276,1269.174,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,5,1.0565,-21.84706,10.19118,102.7118,26.40882,28.83551,111.3931,142.8595,91.13593,477.294,103.8601,10549.71,697.426
1.12e+10,8.841733,81,8,521.4126,-118.2197,-47.48583,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,6,1.066333,6.2625,42.6697,-111.8,-44.35152,38.82483,102.9599,126.9902,74.36385,39.21891,1820.703,12499.24,1967.057
2.22e+10,-385.5099,81,27,2080.229,717.232,737.2893,1,0,0,1,0,0,2,1,0,0,0,0,0,0,0,1,0,2,3,1,1,0,0,4,1.047,-52.06765,191.4471,-20.52059,15.70606,63.40895,166.4605,188.889,80.02827,2711.04,36651.98,421.0945,246.6803
2.21e+10,797.4684,81,32,2258.573,110.3946,297.1702,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,0,3,1.035167,-21.84706,10.19118,102.7118,26.40882,28.83551,111.3931,142.8595,91.13593,477.294,103.8601,10549.71,697.426
3.21e+10,424.4032,81,24,11813.29,5533.266,6845.179,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,7,1.076583,-23.51176,288.3636,38.90588,93.57941,65.73914,112.1142,107.6525,125.6329,552.8031,83153.59,1513.668,8757.106
2.21e+10,145.3745,81,32,1726.387,-169.5926,92.16077,0,0,0,2,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,3,0,0,8,1.086083,13.56471,-45.60294,102.7118,26.40882,28.98483,111.1318,142.8595,91.13593,184.0013,2079.628,10549.71,697.426
2.20e+10,206.0124,81,31,3350.414,855.0622,1503.161,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,7,1.076583,-28.53636,-80.07353,87.30589,-56.39118,55.46818,90.98682,121.9518,95.66467,814.324,6411.77,7622.317,3179.965
2.12e+10,258.7018,81,26,2220.978,276.6578,662.5949,1,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,3,1,0,1,1.012167,-8.820588,5.652941,-63.87059,13.59118,39.93888,124.4815,158.0533,75.83961,77.80278,31.95574,4079.452,184.7201
2.11e+10,-6420.444,81,26,2679.602,326.6471,658.4332,1,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,2,2,0,0,5,1.0565,-8.820588,5.652941,-63.87059,13.59118,39.93888,124.4815,158.0533,75.83961,77.80278,31.95574,4079.452,184.7201
3.21e+10,159.1512,81,24,4619.566,1700.471,2110.013,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,6,1.066333,-32.77647,-18.25455,38.90588,93.57941,65.62228,122.8072,107.6525,125.6329,1074.297,333.2284,1513.668,8757.106
2.11e+10,-348.3643,81,26,3794.411,828.8712,924.2761,0,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,3,1,0,0,7,1.076583,40.17941,-93.47941,-63.87059,13.59118,39.36854,123.4478,158.0533,75.83961,1614.385,8738.4,4079.452,184.7201
2.11e+10,-223.5598,81,13,2626.147,939.3729,939.3729,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,11,1.116083,22.01471,29.89706,52.78529,-36.07059,39.0332,150.6555,211.3218,63.59126,484.6473,893.8341,2786.287,1301.087
2.12e+10,97.66637,81,26,2600.798,-1853.843,-747.9798,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,10,1.106583,40.17941,-93.47941,-63.87059,13.59118,39.36854,123.4478,158.0533,75.83961,1614.385,8738.4,4079.452,184.7201
2.21e+10,-603.8904,81,32,2230.203,696.2767,804.9538,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,7,1.076583,13.56471,-45.60294,102.7118,26.40882,28.98483,111.1318,142.8595,91.13593,184.0013,2079.628,10549.71,697.426
2.11e+10,161.1498,81,13,1154.582,-137.9997,-24.74217,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2,0,9,1.0965,22.01471,29.89706,52.78529,-36.07059,39.0332,150.6555,211.3218,63.59126,484.6473,893.8341,2786.287,1301.087
2.22e+10,-163.5721,81,26,1562.363,-298.9059,-57.89856,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,0,0,6,1.066333,-8.820588,5.652941,-63.87059,13.59118,39.93888,124.4815,158.0533,75.83961,77.80278,31.95574,4079.452,184.7201
1.11e+10,61.84669,81,2,906.5203,-283.6611,-108.574,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,9,1.0965,-47.24118,193.1529,16.33529,-26.76765,40.81354,161.7601,178.5897,101.5263,2231.729,37308.06,266.8418,716.507
1.20e+10,1418.667,81,17,2466.635,-830.1095,-75.8841,0,1,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,1,1,4,1,0,1,5,1.0565,-6.126667,157.8355,-6.813334,37.98387,34.5577,95.31813,108.5968,154.3851,37.53605,24912.04,46.42151,1442.774
2.11e+10,19.75541,81,13,8382.016,3849.101,5301.894,0,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,1,1.012167,-36.04412,184.5147,52.78529,-36.07059,38.72483,147.3811,211.3218,63.59126,1299.178,34045.68,2786.287,1301.087
2.20e+10,-293.8634,81,31,1984.486,731.6768,783.535,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,10,1.106583,-28.53636,-80.07353,87.30589,-56.39118,55.46818,90.98682,121.9518,95.66467,814.324,6411.77,7622.317,3179.965
1.11e+10,79.96237,81,2,782.4795,18.60401,32.71501,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,1,1,1.012167,-47.34412,118.0059,16.33529,-26.76765,40.81003,163.8738,178.5897,101.5263,2241.466,13925.39,266.8418,716.507
2.11e+10,-25650.09,81,26,3549.187,-25480.93,-25402.68,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,3,1.035167,-8.820588,5.652941,-63.87059,13.59118,39.93888,124.4815,158.0533,75.83961,77.80278,31.95574,4079.452,184.7201
3.21e+10,214.9613,81,28,2738.146,729.5824,731.3744,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,11,1.116083,-16.59412,-170.1882,-111.1706,40.48235,42.34282,124.9912,121.1578,146.6094,275.3647,28964.04,12358.9,1638.821
2.22e+10,866.1844,81,27,1320.56,222.2067,279.1307,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2,0,1,0,0,3,1.035167,-52.06765,191.4471,-20.52059,15.70606,63.40895,166.4605,188.889,80.02827,2711.04,36651.98,421.0945,246.6803
2.22e+10,-841.733,81,27,1955.26,-816.841,-716.677,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,3,2,0,0,0,7,1.076583,-28.7,35.8,-20.52059,15.70606,63.84554,169.5591,188.889,80.02827,823.69,1281.64,421.0945,246.6803
1.22e+10,38416.75,81,19,8549.969,2795.126,4165.311,0,0,0,2,1,0,0,3,0,0,0,0,0,0,0,0,0,1,0,3,3,0,0,1,1.012167,-30.13235,229.3765,202.6697,13.85588,36.47906,109.6042,125.485,108.5216,907.9587,52613.57,41075.01,191.9855
2.21e+10,187.1609,81,32,2928.997,1244.12,1361.546,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,2,0,3,1.035167,-21.84706,10.19118,102.7118,26.40882,28.83551,111.3931,142.8595,91.13593,477.294,103.8601,10549.71,697.426
2.21e+10,828.4445,81,32,2787.506,311.7068,1018.344,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,2,0,0,5,1.0565,-21.84706,10.19118,102.7118,26.40882,28.83551,111.3931,142.8595,91.13593,477.294,103.8601,10549.71,697.426
2.11e+10,-337.6744,81,15,2129.032,-886.8544,-712.6645,0,0,0,1,0,0,2,0,0,1,0,0,0,0,1,0,0,1,2,0,2,0,0,2,1.023,-4.603125,-257.5097,-65.54194,-30.05938,46.6137,254.1084,220.7154,63.64342,21.18876,66311.23,4295.745,903.566
2.11e+10,-445.981,81,13,1622.11,-329.2748,-139.3106,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,2,1,1,10,1.106583,22.01471,29.89706,52.78529,-36.07059,39.0332,150.6555,211.3218,63.59126,484.6473,893.8341,2786.287,1301.087
1.20e+10,10507.27,81,17,2752.163,589.9526,1494.571,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,12,1.12675,-33.40667,184.1581,-6.813334,37.98387,34.033,93.78087,108.5968,154.3851,1116.005,33914.19,46.42151,1442.774
2.12e+10,-1263.256,81,26,1557.184,-1870.342,-1336.579,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,2,1,0,0,2,1.023,-8.820588,5.652941,-63.87059,13.59118,39.93888,124.4815,158.0533,75.83961,77.80278,31.95574,4079.452,184.7201
2.11e+10,-382.8868,81,13,1582.348,48.94817,57.08131,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,10,1.106583,22.01471,29.89706,52.78529,-36.07059,39.0332,150.6555,211.3218,63.59126,484.6473,893.8341,2786.287,1301.087
1.21e+10,88.41733,81,24,2327.734,890.1508,913.3724,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,2,0,1,7,1.076583,-23.51176,288.3636,38.90588,93.57941,65.73914,112.1142,107.6525,125.6329,552.8031,83153.59,1513.668,8757.106
1.20e+10,-456.3526,81,17,1936.591,161.6611,699.3371,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,10,1.106583,-33.40667,184.1581,-6.813334,37.98387,34.033,93.78087,108.5968,154.3851,1116.005,33914.19,46.42151,1442.774
