hid,save3,year,region,inc,save1,save2,m12,m18,m65,m18elem,m18sec,m18pos,f12,f18,f65,f18elem,f18sec,f18pos,of1,of2,of3,of4,of5,p0to5,p6to11,p12to17,p18to64,p65,of0,month,cpi,dev1,dev2,dev3,dev4,sd1,sd2,sd3,sd4,dvsq1,dvsq2,dvsq3,dvsq4
3.21e+08,-1412.481,76,28,1472.499,-1521.852,-1099.347,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,5,.6363333,48.56765,67.60588,-43.02353,166.2765,41.61229,127.8315,122.4276,143.9746,2358.816,4570.555,1851.024,27647.87
2.11e+08,1135.725,76,13,4276.816,1258.867,2398.288,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,2,0,1,.6261666,18.92647,111.8382,62.25588,-37.1,39.08084,149.5166,211.2459,63.57383,358.2113,12507.79,3875.795,1376.41
2.11e+08,153.6098,76,26,1251.904,198.141,351.7508,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,3,1,1,0,0,10,.6454167,-1.1,119.1971,-38.65,147.1059,39.9671,122.7939,158.2939,71.55458,1.21,14207.94,1493.823,21640.14
2.11e+08,233.8831,76,14,1876.201,-620.3594,63.2988,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,12,.65025,-24.75294,-10.15588,256.7853,-46.17647,54.2164,169.5218,194.8623,58.83184,612.7081,103.1419,65938.69,2132.266
3.21e+08,786.6044,76,28,6000,3403.703,4216.893,0,1,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,3,.6306667,48.56765,67.60588,-43.02353,166.2765,41.61229,127.8315,122.4276,143.9746,2358.816,4570.555,1851.024,27647.87
2.21e+08,92.87926,76,27,2686.683,865.5785,1044.173,0,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,1,1,0,9,.6439167,-44.14118,-92.77353,100.7441,48.36666,63.58572,168.922,188.1294,79.63072,1948.443,8606.928,10149.38,2339.334
1.22e+08,989.2142,76,20,4059.008,637.9664,2555.027,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,2,0,0,6,.6383333,151,-133.15,-76.99117,36.53939,58.95229,79.57065,150.6927,68.34419,22801,17728.92,5927.641,1335.127
1.20e+08,-1628.659,76,10,1688.254,-1807.446,-191.8927,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,8,.6420833,-8.832059,142.9941,116.9353,-57.45882,45.96748,140.3669,193.7277,84.65757,78.00526,20447.32,13673.86,3301.516
2.21e+08,105.7402,76,32,2039.629,728.9923,834.7325,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,11,.6476667,-29.97941,-97.27941,-55.50882,-7.664706,28.61957,110.1495,143.6269,91.23901,898.7651,9463.284,3081.229,58.74771
1.21e+08,-922.039,76,19,487.5046,-1315.096,-805.158,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,12,.65025,1.676471,74.34706,53.27576,8.194118,36.84246,115.7548,130.024,108.5386,2.810554,5527.485,2838.306,67.14356
2.12e+08,154.0832,76,26,1255.289,127.3333,127.3333,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,2,0,0,8,.6420833,-1.1,119.1971,-38.65,147.1059,39.9671,122.7939,158.2939,71.55458,1.21,14207.94,1493.823,21640.14
2.10e+08,-13.59517,76,13,2561.503,-1029.353,-274.1789,1,1,0,2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,2,3,0,0,11,.6476667,6.882353,111.8382,62.25588,125.7529,39.19774,149.5166,211.2459,60.13846,47.36678,12507.79,3875.795,15813.8
2.12e+08,-284.6271,76,26,917.7578,-325.0628,-28.89142,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,2,0,1,0,0,5,.6363333,76.51765,119.1971,-38.65,42.20882,37.74985,122.7939,158.2939,75.52906,5854.95,14207.94,1493.823,1781.585
3.20e+08,-1883.178,76,29,3115.75,183.5569,561.7455,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,3,.6306667,5.17353,-150.2118,-10.8,94.96764,65.07536,109.085,121.0867,125.3696,26.76541,22563.57,116.64,9018.854
2.11e+08,842.4337,76,26,1726.377,-909.7875,-363.7657,1,0,0,4,0,0,1,1,0,0,0,0,0,0,0,1,0,0,2,1,4,0,0,1,.6261666,76.51765,119.1971,-38.65,42.20882,37.74985,122.7939,158.2939,75.52906,5854.95,14207.94,1493.823,1781.585
2.11e+08,-466.7674,76,13,1290.787,-77.15123,136.5417,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,11,.6476667,6.882353,111.8382,62.25588,125.7529,39.19774,149.5166,211.2459,60.13846,47.36678,12507.79,3875.795,15813.8
2.11e+08,496.8847,76,15,2126.321,-270.4369,227.1476,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,3,.6306667,25.09687,-37.12258,575.8,-18.50937,46.40903,258.2012,195.3148,63.78112,629.8531,1378.086,331545.6,342.597
2.11e+08,-599.7001,76,26,1873.125,-1316.057,-1309.906,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,12,.65025,-1.1,119.1971,-38.65,147.1059,39.9671,122.7939,158.2939,71.55458,1.21,14207.94,1493.823,21640.14
1.21e+08,-685.6702,76,24,499.7388,-1994.28,-1616.261,1,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,1,1,2,3,1,0,0,6,.6383333,101.6647,-149.7212,64.84706,127.1382,63.51105,120.0491,107.2839,124.7622,10335.71,22416.44,4205.141,16164.13
2.20e+08,360.9831,76,31,1730.665,-501.4454,480.1746,1,1,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,1,3,1,1,0,0,10,.6454167,13.80909,-14.70588,-36.73824,-3.170588,55.63842,91.98359,122.7065,96.15115,190.691,216.263,1349.698,10.05263
2.20e+08,-157.1649,76,31,2815.144,-167.2756,465.3747,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,2,0,0,6,.6383333,-39.66364,-14.70588,-36.73824,149.8,55.2603,91.98359,122.7065,92.65401,1573.204,216.263,1349.698,22440.04
3.21e+08,6558.824,76,24,4721,-665.0601,3225.101,1,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,2,0,0,4,.6329167,101.6647,-149.7212,64.84706,127.1382,63.51105,120.0491,107.2839,124.7622,10335.71,22416.44,4205.141,16164.13
2.21e+08,-153.3742,76,32,813.9563,-297.0808,-297.0808,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0,0,7,.6400833,-29.97941,-97.27941,-55.50882,-7.664706,28.61957,110.1495,143.6269,91.23901,898.7651,9463.284,3081.229,58.74771
3.21e+08,1078.582,76,28,2603.655,627.253,627.253,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,2,1,0,6,.6383333,48.56765,67.60588,-43.02353,166.2765,41.61229,127.8315,122.4276,143.9746,2358.816,4570.555,1851.024,27647.87
1.20e+08,-1125.387,76,17,2039.763,-419.0693,328.4367,1,0,0,1,0,0,2,0,1,1,0,0,0,0,0,0,1,0,3,0,2,1,0,4,.6329167,62.59,-57.90645,-5.573333,212.3323,32.63063,98.90257,108.5992,149.7514,3917.508,3353.157,31.06204,45084.99
1.21e+08,-263.1579,76,24,2273.586,306.0338,306.0338,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,9,.6439167,-30.51176,-149.7212,64.84706,70.82941,65.65442,120.0491,107.2839,126.0704,930.9678,22416.44,4205.141,5016.806
2.10e+08,-174.9226,76,13,1233.969,-37.05611,-29.31617,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,4,.6329167,18.92647,111.8382,62.25588,-37.1,39.08084,149.5166,211.2459,63.57383,358.2113,12507.79,3875.795,1376.41
2.11e+08,288.6115,76,15,1686.452,-1221.541,-932.9298,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,.6261666,25.09687,-37.12258,575.8,-18.50937,46.40903,258.2012,195.3148,63.78112,629.8531,1378.086,331545.6,342.597
1.21e+08,-2265.861,76,19,6861.551,3549.808,3549.808,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,3,1,0,2,1,0,11,.6476667,1.676471,74.34706,53.27576,8.194118,36.84246,115.7548,130.024,108.5386,2.810554,5527.485,2838.306,67.14356
1.20e+08,-3927.755,76,19,6607.504,1038.595,1306.291,1,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,0,4,.6329167,83.51471,74.34706,53.27576,184.9441,33.94309,115.7548,130.024,103.8061,6974.706,5527.485,2838.306,34204.33
1.20e+08,-536.2095,76,17,628.1982,-573.9338,-493.6303,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,6,.6383333,62.59,-57.90645,-5.573333,212.3323,32.63063,98.90257,108.5992,149.7514,3917.508,3353.157,31.06204,45084.99
2.20e+08,101.4041,76,31,723.9458,-385.8616,-203.3517,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2,0,0,2,.6285,-39.66364,-14.70588,-36.73824,149.8,55.2603,91.98359,122.7065,92.65401,1573.204,216.263,1349.698,22440.04
1.11e+08,-234.0094,76,5,1198.091,177.4996,190.2283,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,2,.6285,51.14118,13,163.1912,87.87353,33.7533,117.8229,137.1127,94.11312,2615.42,169,26631.36,7721.757
2.11e+08,-449.5378,76,26,3846.853,-718.2447,-23.78381,0,0,0,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,8,.6420833,-1.1,119.1971,-38.65,147.1059,39.9671,122.7939,158.2939,71.55458,1.21,14207.94,1493.823,21640.14
3.21e+08,-391.5822,76,28,9071.656,2356.468,4615.106,1,0,1,2,0,0,1,0,1,0,0,0,0,0,0,0,1,1,2,0,2,2,0,10,.6454167,-9.182353,67.60588,-43.02353,71.05589,42.40917,127.8315,122.4276,146.2666,84.31561,4570.555,1851.024,5048.938
2.21e+08,-6.24025,76,32,808.2734,148.2432,153.0164,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,3,2,0,1,0,0,2,.6285,-4.964706,-97.27941,-55.50882,97.95294,29.06564,110.1495,143.6269,89.68748,24.6483,9463.284,3081.229,9594.778
2.22e+08,-847.3521,76,26,1752.114,-1009.644,-125.0848,0,2,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,1,3,2,1,0,0,3,.6306667,76.51765,119.1971,-38.65,42.20882,37.74985,122.7939,158.2939,75.52906,5854.95,14207.94,1493.823,1781.585
2.11e+08,-139.3189,76,14,908.5024,-291.2228,-48.17874,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,1,1,0,0,9,.6439167,-24.75294,-10.15588,256.7853,-46.17647,54.2164,169.5218,194.8623,58.83184,612.7081,103.1419,65938.69,2132.266
2.11e+08,-122.9385,76,11,2149.942,-504.9667,121.72,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,1,0,2,0,2,2,1,0,12,.65025,5.615,192.345,268.8722,45.085,37.26461,185.0496,181.6913,63.00763,31.52822,36996.6,72292.27,2032.657
2.11e+08,-709.2846,76,13,781.0371,-1191.724,-1139.974,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,5,.6363333,18.92647,111.8382,62.25588,-37.1,39.08084,149.5166,211.2459,63.57383,358.2113,12507.79,3875.795,1376.41
1.21e+08,-1145.511,76,19,3009.706,852.8336,989.4972,1,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,9,.6439167,1.676471,74.34706,53.27576,8.194118,36.84246,115.7548,130.024,108.5386,2.810554,5527.485,2838.306,67.14356
2.11e+08,283.9137,76,26,2685.117,808.8485,952.7846,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,1,0,2,3,1,1,0,0,6,.6383333,76.51765,119.1971,-38.65,42.20882,37.74985,122.7939,158.2939,75.52906,5854.95,14207.94,1493.823,1781.585
2.21e+08,-199.3958,76,27,1184.251,39.13576,45.21149,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,2,0,1,1,0,11,.6476667,-44.14118,-92.77353,100.7441,48.36666,63.58572,168.922,188.1294,79.63072,1948.443,8606.928,10149.38,2339.334
2.21e+08,-464.3963,76,32,824.6409,-368.9427,-368.9427,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,3,0,0,9,.6439167,-29.97941,-97.27941,-55.50882,-7.664706,28.61957,110.1495,143.6269,91.23901,898.7651,9463.284,3081.229,58.74771
1.21e+08,-791.4764,76,24,1434.782,388.7147,398.1437,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,5,.6363333,101.6647,-149.7212,64.84706,127.1382,63.51105,120.0491,107.2839,124.7622,10335.71,22416.44,4205.141,16164.13
2.12e+08,46.22496,76,26,1330.045,-114.2951,-58.7256,3,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,1,0,3,2,3,0,0,8,.6420833,-1.1,119.1971,-38.65,147.1059,39.9671,122.7939,158.2939,71.55458,1.21,14207.94,1493.823,21640.14
2.21e+08,-987.9154,76,32,898.6104,-544.5895,-544.5895,0,0,0,2,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,3,0,0,11,.6476667,-29.97941,-97.27941,-55.50882,-7.664706,28.61957,110.1495,143.6269,91.23901,898.7651,9463.284,3081.229,58.74771
2.20e+08,-62.4025,76,31,6314.609,3688.217,4417.54,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2,1,1,1,0,0,1,.6261666,-39.66364,-14.70588,-36.73824,149.8,55.2603,91.98359,122.7065,92.65401,1573.204,216.263,1349.698,22440.04
2.11e+08,9.287926,76,11,1688.106,-228.8129,90.42315,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2,1,2,1,0,0,9,.6439167,5.615,192.345,268.8722,45.085,37.26461,185.0496,181.6913,63.00763,31.52822,36996.6,72292.27,2032.657
3.20e+08,-1445.469,76,29,1301.485,-946.0583,-382.637,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,1,10,.6454167,7.232353,-150.2118,-10.8,4.17353,65.06959,109.085,121.0867,126.422,52.30693,22563.57,116.64,17.41835
2.22e+08,363.4945,76,26,3828.054,545.3583,912.0469,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,2,2,0,2,1,0,1,.6261666,76.51765,119.1971,-38.65,42.20882,37.74985,122.7939,158.2939,75.52906,5854.95,14207.94,1493.823,1781.585
3.20e+08,-696.3746,76,29,3597.53,-802.8145,-447.9486,0,2,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,2,3,0,1,11,.6476667,7.232353,-150.2118,-10.8,4.17353,65.06959,109.085,121.0867,126.422,52.30693,22563.57,116.64,17.41835
1.11e+08,10516.24,76,9,6172.32,4859.803,4906.219,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,0,0,6,.6383333,15.32059,64.81765,55.73529,29.84118,36.80098,104.3601,148.7918,64.9431,234.7204,4201.327,3106.423,890.4958
2.11e+08,-337.4613,76,14,1879.125,-684.7731,-396.5018,2,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,1,1,2,2,3,0,0,9,.6439167,-24.75294,-10.15588,256.7853,-46.17647,54.2164,169.5218,194.8623,58.83184,612.7081,103.1419,65938.69,2132.266
3.21e+08,-582.9528,76,28,1247.774,-594.4851,-568.61,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,5,.6363333,48.56765,67.60588,-43.02353,166.2765,41.61229,127.8315,122.4276,143.9746,2358.816,4570.555,1851.024,27647.87
3.20e+08,2290.323,76,29,1581.924,-485.1516,-316.1542,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,10,.6454167,7.232353,-150.2118,-10.8,4.17353,65.06959,109.085,121.0867,126.422,52.30693,22563.57,116.64,17.41835
2.11e+08,169.1843,76,15,2227.998,301.6818,470.8661,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,0,0,11,.6476667,-.58125,-37.12258,575.8,-36.24688,46.6207,258.2012,195.3148,63.54251,.3378516,1378.086,331545.6,1313.836
2.11e+08,6031.153,76,13,6364.691,-2683.682,324.2872,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,3,.6306667,18.92647,111.8382,62.25588,-37.1,39.08084,149.5166,211.2459,63.57383,358.2113,12507.79,3875.795,1376.41
2.11e+08,-99.68848,76,14,686.575,-162.4746,-12.94185,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,3,.6306667,-15.17941,-10.15588,256.7853,-38.25,54.32009,169.5218,194.8623,58.99903,230.4145,103.1419,65938.69,1463.063
2.21e+08,-1266.254,76,32,1101.074,-1662.349,-597.1734,1,1,0,1,1,0,0,2,0,0,0,0,0,0,0,1,0,1,1,3,2,0,0,9,.6439167,-29.97941,-97.27941,-55.50882,-7.664706,28.61957,110.1495,143.6269,91.23901,898.7651,9463.284,3081.229,58.74771
2.10e+08,9.303406,76,13,857.2537,-67.00014,-26.73729,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,9,.6439167,6.882353,111.8382,62.25588,125.7529,39.19774,149.5166,211.2459,60.13846,47.36678,12507.79,3875.795,15813.8
3.11e+08,2057.011,76,29,2722.388,1461.288,1632.605,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,8,.6420833,7.232353,-150.2118,-10.8,4.17353,65.06959,109.085,121.0867,126.422,52.30693,22563.57,116.64,17.41835
2.11e+08,-26.47975,76,26,1371.564,186.1782,237.5801,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,3,.6306667,76.51765,119.1971,-38.65,42.20882,37.74985,122.7939,158.2939,75.52906,5854.95,14207.94,1493.823,1781.585
2.21e+08,433.4365,76,32,1257.927,86.01498,519.4515,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,2,1,0,2,0,0,9,.6439167,-29.97941,-97.27941,-55.50882,-7.664706,28.61957,110.1495,143.6269,91.23901,898.7651,9463.284,3081.229,58.74771
3.21e+08,2214.953,76,28,4655.391,762.5549,2844.247,0,1,0,3,0,0,2,1,0,0,0,0,0,0,0,0,0,2,2,2,3,0,1,3,.6306667,48.56765,67.60588,-43.02353,166.2765,41.61229,127.8315,122.4276,143.9746,2358.816,4570.555,1851.024,27647.87
1.11e+08,-3035.573,76,6,4252.102,2004.83,2070.017,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,4,0,0,9,.6439167,-22.37576,-52.43636,273.0818,145.5437,33.36157,99.81912,134.8266,59.59089,500.6745,2749.572,74573.68,21182.98
2.11e+08,-260.8696,76,11,1879.277,-942.7824,-3.788187,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,12,.65025,5.615,192.345,268.8722,45.085,37.26461,185.0496,181.6913,63.00763,31.52822,36996.6,72292.27,2032.657
1.11e+08,57.72231,76,6,1574.66,251.6247,363.9492,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,3,1,0,1,.6261666,53.9697,-52.43636,273.0818,55.72187,32.24647,99.81912,134.8266,64.16047,2912.728,2749.572,74573.68,3104.927
2.11e+08,196.319,76,26,901.4451,-626.3907,-276.6974,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7,.6400833,-1.1,119.1971,-38.65,147.1059,39.9671,122.7939,158.2939,71.55458,1.21,14207.94,1493.823,21640.14
2.11e+08,268.4049,76,26,821.7678,-379.1033,-2.194284,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,7,.6400833,-1.1,119.1971,-38.65,147.1059,39.9671,122.7939,158.2939,71.55458,1.21,14207.94,1493.823,21640.14
2.12e+08,476.4079,76,26,2336.825,-110.1998,484.4664,0,0,0,1,0,2,2,0,0,0,1,1,0,0,0,0,1,2,2,0,5,0,0,5,.6363333,76.51765,119.1971,-38.65,42.20882,37.74985,122.7939,158.2939,75.52906,5854.95,14207.94,1493.823,1781.585
3.21e+08,-1184.049,76,24,2638.719,-1025.371,-210.8683,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,2,0,1,1,0,7,.6400833,-30.51176,-149.7212,64.84706,70.82941,65.65442,120.0491,107.2839,126.0704,930.9678,22416.44,4205.141,5016.806
1.21e+08,1699.377,76,19,2446.617,603.3504,745.4588,0,0,1,1,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,2,2,1,0,3,.6306667,83.51471,74.34706,53.27576,184.9441,33.94309,115.7548,130.024,103.8061,6974.706,5527.485,2838.306,34204.33
2.11e+08,150.9437,76,13,2484.547,807.9266,969.8791,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,5,.6363333,18.92647,111.8382,62.25588,-37.1,39.08084,149.5166,211.2459,63.57383,358.2113,12507.79,3875.795,1376.41
3.11e+08,-431.433,76,29,952.4802,290.0731,290.0731,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,6,.6383333,5.17353,-150.2118,-10.8,94.96764,65.07536,109.085,121.0867,125.3696,26.76541,22563.57,116.64,9018.854
2.22e+08,-1736.76,76,26,2736.786,-2041.648,-998.034,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,1,2,0,0,3,.6306667,76.51765,119.1971,-38.65,42.20882,37.74985,122.7939,158.2939,75.52906,5854.95,14207.94,1493.823,1781.585
2.10e+08,17.991,76,13,3180.315,-1475.482,-536.4106,0,0,0,4,0,0,2,2,0,0,0,0,0,0,0,0,1,0,2,2,4,0,0,12,.65025,6.882353,111.8382,62.25588,125.7529,39.19774,149.5166,211.2459,60.13846,47.36678,12507.79,3875.795,15813.8
3.20e+08,635.514,76,29,4921.773,1964.426,2760.602,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,.6306667,5.17353,-150.2118,-10.8,94.96764,65.07536,109.085,121.0867,125.3696,26.76541,22563.57,116.64,9018.854
2.20e+08,-230.4147,76,31,783.9895,-67.1151,-67.1151,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,10,.6454167,13.80909,-14.70588,-36.73824,-3.170588,55.63842,91.98359,122.7065,96.15115,190.691,216.263,1349.698,10.05263
2.11e+08,1613.497,76,26,1449.811,-408.8357,-265.9692,0,0,0,3,0,0,1,2,1,0,0,0,0,0,1,0,0,0,1,2,3,1,0,7,.6400833,-1.1,119.1971,-38.65,147.1059,39.9671,122.7939,158.2939,71.55458,1.21,14207.94,1493.823,21640.14
2.21e+08,-29.64119,76,32,840.0955,92.42222,153.5129,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,3,1,0,1,0,0,2,.6285,-4.964706,-97.27941,-55.50882,97.95294,29.06564,110.1495,143.6269,89.68748,24.6483,9463.284,3081.229,9594.778
2.21e+08,-226.5023,76,32,1684.073,-60.58648,-52.75358,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,3,0,2,0,0,6,.6383333,-4.964706,-97.27941,-55.50882,97.95294,29.06564,110.1495,143.6269,89.68748,24.6483,9463.284,3081.229,9594.778
2.20e+08,-283.2817,76,31,1065.355,68.44621,94.76701,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,9,.6439167,13.80909,-14.70588,-36.73824,-3.170588,55.63842,91.98359,122.7065,96.15115,190.691,216.263,1349.698,10.05263
2.21e+08,-109.0343,76,27,1425.476,-89.41073,-89.41073,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,3,.6306667,-29.11176,-92.77353,100.7441,46.61515,63.84005,168.922,188.1294,79.6624,847.4949,8606.928,10149.38,2172.972
1.21e+08,-359.8201,76,19,2177.624,820.4548,823.5306,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,2,0,0,12,.65025,1.676471,74.34706,53.27576,8.194118,36.84246,115.7548,130.024,108.5386,2.810554,5527.485,2838.306,67.14356
2.21e+08,67.48466,76,27,2135.659,488.9749,568.9579,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,7,.6400833,-44.14118,-92.77353,100.7441,48.36666,63.58572,168.922,188.1294,79.63072,1948.443,8606.928,10149.38,2339.334
2.11e+08,-190.4025,76,26,1101.074,-810.7306,-691.5356,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,9,.6439167,-1.1,119.1971,-38.65,147.1059,39.9671,122.7939,158.2939,71.55458,1.21,14207.94,1493.823,21640.14
1.11e+08,154.7988,76,2,927.1384,-63.66362,-63.66362,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,2,2,0,9,.6439167,-23.66765,33.28529,153.9677,123.3206,41.41197,165.0211,176.6474,99.40324,560.1575,1107.911,23706.04,15207.97
2.11e+08,934.033,76,26,2812.764,578.1475,641.1932,1,1,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,3,3,1,1,0,0,12,.65025,-1.1,119.1971,-38.65,147.1059,39.9671,122.7939,158.2939,71.55458,1.21,14207.94,1493.823,21640.14
3.11e+08,1049.475,76,29,2412.918,-2117.91,-1332.107,0,3,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,1,12,.65025,7.232353,-150.2118,-10.8,4.17353,65.06959,109.085,121.0867,126.422,52.30693,22563.57,116.64,17.41835
2.11e+08,-464.8986,76,26,1506.762,-899.878,-697.9784,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,1,0,1,1,2,2,0,0,2,.6285,76.51765,119.1971,-38.65,42.20882,37.74985,122.7939,158.2939,75.52906,5854.95,14207.94,1493.823,1781.585
3.21e+08,-2542.902,76,29,3433.591,-1535.398,-162.3453,0,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,3,0,0,1,.6261666,5.17353,-150.2118,-10.8,94.96764,65.07536,109.085,121.0867,125.3696,26.76541,22563.57,116.64,9018.854
1.21e+08,-2730.63,76,24,804.3059,-2224.693,-1734.061,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,12,.65025,-30.51176,-149.7212,64.84706,70.82941,65.65442,120.0491,107.2839,126.0704,930.9678,22416.44,4205.141,5016.806
2.11e+08,221.8891,76,14,953.4792,-195.1395,26.7496,1,0,0,1,0,0,2,1,0,1,0,0,0,0,0,1,0,1,3,1,2,0,0,12,.65025,-24.75294,-10.15588,256.7853,-46.17647,54.2164,169.5218,194.8623,58.83184,612.7081,103.1419,65938.69,2132.266
1.11e+08,4991.424,76,2,7004.078,3454.556,4610.353,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,1,0,0,3,0,2,0,0,4,.6329167,39.33235,33.28529,153.9677,26.45294,41.05972,165.0211,176.6474,101.5287,1547.034,1107.911,23706.04,699.7581
